,ID_P,NAME_P,DATE_P,COUNTRY_P,RANK_P,PROGRESS_P,POINT_P,HARDPOINT_P,HARDTOUR_P,CLAYPOINT_P,CLAYTOUR_P,GRASSPOINT_P,GRASSTOUR_P,CARPETPOINT_P,CARPETTOUR_P,PRIZE_P,CH_P,DR_P,DP_P,DO_P,IHARDPOINT_P,IHARDTOUR_P,ITF_ID
27899,28786,Yuichi Ito/Hiroki Kondo,,,,,,,,,,,,,,,,,,,,,
27900,28787,Eduardo Schwank/Joao Souza,,,,,,,,,,,,,,,,,,,,,
27901,28788,Jamie Delgado/Samuel Groth,,,,,,,,,,,,,,,,,,,,,
27902,28789,Guillermo Garcia-Lopez/Diego Sebastian Schwartzman,,,,,,,,,,,,,,,,,,,,,
27903,28790,John Peers/Rhyne Williams,,,,,,,,,,,,,,,,,,,,,
27904,28791,David Goffin/Paul-Henri Mathieu,,,,,,,,,,,,,,,,,,,,,
27905,28792,Julien Belair,1991-06-13 00:00:00,CAN,,,,,,,,,,,,,,,,,,,100116589.0
27913,28801,Leonardo Biffi,1995-01-09 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100174498.0
27921,28809,Eduardo Lameiras,1994-09-16 00:00:00,POR,,,,,,,,,,,,,,,,,,,100166583.0
27924,28812,Shahar Elbaz,1997-02-03 00:00:00,ISR,,,,,,,,,,,,,,,,,,,100183668.0
27925,28813,Motvey Radionov,1997-05-21 00:00:00,ISR,,,,,,,,,,,,,,,,,,,100173131.0
27927,28815,Samuel Shropshire,1994-11-20 00:00:00,USA,,,,,,,,,,,,,,,,,,,100134635.0
27939,28827,Garry Tokas,1994-03-18 00:00:00,IND,,,,,,,,,,,,,,,,,,,100151631.0
27940,28828,Dmitry Mnushkin,1996-04-29 00:00:00,RUS,,,,,,,,,,,,,,,,,,,100165988.0
27944,28832,Matias Zukas,1996-05-04 00:00:00,ARG,651.0,0.0,40.0,8.0,2.0,28.0,22.0,0.0,0.0,0.0,0.0,10825.0,,566.0,67.0,92.0,0.0,0.0,100212619.0
27945,28833,Eduardo Felter,1996-01-18 00:00:00,BRA,,,,,,,,,,,,,,,,,,,100249507.0
27946,28834,Dustin Brown/Frank Moser,,,,,,,,,,,,,,,,,,,,,
27947,28835,Tommy Haas/Michael Russell,,,,,,,,,,,,,,,,,,,,,
27948,28836,Jonathan Erlich/Dmitry Tursunov,,,,,,,,,,,,,,,,,,,,,
27949,28837,Richard Becker/Dominik Schulz,,,,,,,,,,,,,,,,,,,,,
27950,28838,Frederik Nielsen/Andre Sa,,,,,,,,,,,,,,,,,,,,,
27951,28839,Eric Butorac/Lukas Dlouhy,,,,,,,,,,,,,,,,,,,,,
27952,28840,Alexandre Massa/Alexandre Pierson,,,,,,,,,,,,,,,,,,,,,
27954,28842,Andreas Seppi/Ken Skupski,,,,,,,,,,,,,,,,,,,,,
27955,28843,Jordan Tucker Daigle,1994-05-18 00:00:00,USA,,,,,,,,,,,,,,,,,,,100143674.0
27956,28844,Alexandru Gozun,1996-01-01 00:00:00,USA,,,,,,,,,,,,,,,,,,,100193416.0
27957,28845,Tommy Mylnikov,1995-11-08 00:00:00,CAN,,,,,,,,,,,,,,,,,,,100181348.0
27958,28846,Oscar Torres,1991-05-18 00:00:00,COL,,,,,,,,,,,,,,,,,,,100140850.0
27966,28854,Pierdanio Lo Priore,1993-06-23 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100150406.0
27967,28855,Yu Hsiang Chiu,1994-11-05 00:00:00,TPE,,,,,,,,,,,,,,,,,,,100132921.0
27970,28858,Pavlo Zhukov,1992-07-07 00:00:00,UKR,,,,,,,,,,,,,,,,,,,100138303.0
27972,28860,Nuno Deus,1995-05-07 00:00:00,POR,,,,,,,,,,,,10760.0,,399.0,-4.0,156.0,,,100167643.0
27981,28869,Timur Kiuamov,1996-10-30 00:00:00,RUS,,,,,,,,,,,,,,809.0,52.0,48.0,,,100188832.0
27983,28871,Eric Butorac/Jack Sock,,,,,,,,,,,,,,,,,,,,,
27984,28872,Feliciano Lopez/Andre Sa,,,,,,,,,,,,,,,,,,,,,
27985,28873,Marinko Matosevic/John-Patrick Smith,,,,,,,,,,,,,,,,,,,,,
27986,28874,Jonathan Dasnieres de Veigy/Florent Serra,,,,,,,,,,,,,,,,,,,,,
27987,28875,Guillermo Garcia-Lopez/Albert Ramos-Vinolas,,,,,,,,,,,,,,,,,,,,,
27988,28876,Daniel Brands/Frank Moser,,,,,,,,,,,,,,,,,,,,,
27989,28877,James Cerretani/Lukas Lacko,,,,,,,,,,,,,,,,,,,,,
27990,28878,Lukas Dlouhy/Rajeev Ram,,,,,,,,,,,,,,,,,,,,,
27991,28879,Albano Olivetti/Maxime Teixeira,,,,,,,,,,,,,,,,,,,,,
27992,28880,Paul-Henri Mathieu/Lucas Pouille,,,,,,,,,,,,,,,,,,,,,
27993,28881,Seung-Min Lee,1991-04-23 00:00:00,KOR,,,,,,,,,,,,,,,,,,,100029724.0
27994,28883,Ji Hun Park,1997-10-13 00:00:00,KOR,,,,,,,,,,,,,,,,,,,100206499.0
27995,28884,Nikita Bronnikov,1993-05-24 00:00:00,RUS,,,,,,,,,,,,,,,,,,,100149653.0
27996,28885,Nicolae Frunza,1997-11-15 00:00:00,ROU,546.0,0.0,60.0,,,,,,,,,,,461.0,-2.0,121.0,,,100168106.0
27998,28887,Jordan Ubiergo,1993-07-27 00:00:00,FRA,624.0,8.0,46.0,10.0,9.0,13.0,11.0,0.0,0.0,0.0,0.0,11082.0,,,,,0.0,0.0,100140363.0
27999,28888,Tian Xiang Hui,1994-04-07 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100147604.0
28000,28889,Jianhui Li,1996-01-18 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100198642.0
28002,28891,Mikhail Korovin,1996-02-26 00:00:00,RUS,,,,,,,,,,,,,,,,,,,100166355.0
28004,28893,Rui Pedro Silva,1992-05-05 00:00:00,POR,,,,,,,,,,,,,,,,,,,100122558.0
28006,28895,Maxime Janvier,1996-10-18 00:00:00,FRA,363.0,11.0,124.0,38.0,9.0,58.0,19.0,0.0,0.0,0.0,0.0,24829.0,,495.0,-3.0,110.0,8.0,3.0,100166017.0
28007,28896,Simon Friis Soendergaard,1996-06-26 00:00:00,DEN,,,,,,,,,,,,,,,,,,,100165768.0
28008,28898,Kamil Majchrzak,1996-01-13 00:00:00,POL,276.0,-1.0,181.0,0.0,2.0,151.0,20.0,0.0,0.0,0.0,0.0,38679.0,,365.0,1.0,180.0,9.0,1.0,100167662.0
28009,28899,Benjamin Bonzi,1996-06-09 00:00:00,FRA,519.0,4.0,66.0,47.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,14238.0,,253.0,-1.0,280.0,5.0,3.0,100171781.0
28010,28900,Roman Safiullin,1997-08-07 00:00:00,RUS,452.0,0.0,86.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,14027.0,,,,,0.0,0.0,100169944.0
28011,28901,Gabriel Pacurar,,ROU,,,,,,,,,,,,,,,,,,,
28012,28902,Filip Dolezel,1993-05-29 00:00:00,CZE,,,,,,,,,,,,,,608.0,2.0,85.0,,,100134511.0
28013,28903,Ivan Kocourek,1995-05-11 00:00:00,CZE,,,,,,,,,,,,,,,,,,,100166770.0
28014,28904,Vitaliy Sachko,1997-07-14 00:00:00,UKR,,,,,,,,,,,,,,,,,,,100168104.0
28015,28905,Zdenek Derkas,1996-04-30 00:00:00,CZE,,,,,,,,,,,,,,,,,,,100167670.0
28016,28906,Shakeel Manji,1996-02-08 00:00:00,GBR,,,,,,,,,,,,,,,,,,,100165717.0
28017,28907,Marek Jaloviec/Vaclav Safranek,,,,,,,,,,,,,,,,,,,,,
28018,28908,Karol Beck/Marek Semjan,,,,,,,,,,,,,,,,,,,,,
28019,28909,Michal Konecny/Adam Pavlasek,,,,,,,,,,,,,,,,,,,,,
28020,28910,Ivan Sergeyev/Jimmy Wang,,,,,,,,,,,,,,,,,,,,,
28021,28911,Evgeny Korolev/Jan Mertl,,,,,,,,,,,,,,,,,,,,,
28022,28912,Pavol Cervenak/Andreas Siljestrom,,,,,,,,,,,,,,,,,,,,,
28023,28913,Albert Ramos-Vinolas/Andoni Vivanco-Guzman,,,,,,,,,,,,,,,,,,,,,
28024,28914,Andrey Golubev/Stefano Ianni,,,,,,,,,,,,,,,,,,,,,
28025,28915,Teimuraz Gabashvili/Aleksandr Nedovesov,,,,,,,,,,,,,,,,,,,,,
28026,28916,Jaroslav Levinsky/Dusan Lojda,,,,,,,,,,,,,,,,,,,,,
28027,28918,Jakub Filipsky,1995-06-12 00:00:00,CZE,,,,,,,,,,,,,,,,,,,100167768.0
28028,28919,Martin Caro,1995-06-15 00:00:00,SVK,,,,,,,,,,,,,,,,,,,100165355.0
28030,28921,Teodor Leahu,1994-03-18 00:00:00,ROU,,,,,,,,,,,,,,,,,,,100181912.0
28033,28924,Gian Marco Moroni,1998-02-13 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100170102.0
28034,28925,Ilya Vasilyev,1996-06-22 00:00:00,RUS,642.0,11.0,41.0,,,,,,,,,,,,,,,,100166584.0
28041,28932,Hugo Grenier,1996-03-23 00:00:00,FRA,472.0,19.0,78.0,27.0,15.0,5.0,6.0,0.0,0.0,4.0,2.0,11582.0,,719.0,6.0,62.0,2.0,4.0,100170131.0
28043,28934,Mert Zincirli,1997-03-07 00:00:00,TUR,,,,,,,,,,,,,,,,,,,100168949.0
28044,28935,Yvo Panak,1995-08-21 00:00:00,CZE,,,,,,,,,,,,,,,,,,,100164434.0
28045,28936,Mert Naci Turker,1998-08-16 00:00:00,TUR,,,,,,,,,,,,,,,,,,,100229783.0
28047,28938,Ege Erdurak,1998-01-07 00:00:00,TUR,,,,,,,,,,,,,,,,,,,100180862.0
28055,28946,Diogo Lourenco,1995-07-16 00:00:00,POR,,,,,,,,,,,,,,,,,,,100202790.0
28061,28952,Guilherme Clezar/Fabiano De Paula,,,,,,,,,,,,,,,,,,,,,
28062,28953,Radu Albot/Flavio Cipolla,,,,,,,,,,,,,,,,,,,,,
28063,28954,Facundo Bagnis/Julio-Cesar Campozano,,,,,,,,,,,,,,,,,,,,,
28064,28955,Gerald Melzer/Mate Pavic,,,,,,,,,,,,,,,,,,,,,
28065,28956,James Cluskey/Darren Walsh,,,,,,,,,,,,,,,,,,,,,
28066,28957,Bradley Klahn/Tsung-Hua Yang,,,,,,,,,,,,,,,,,,,,,
28067,28958,Sebastian Kraila/Petru-Alexandru Luncanu,,,,,,,,,,,,,,,,,,,,,
28068,28959,Patrick Ciorcila/Victor Crivoi,,,,,,,,,,,,,,,,,,,,,
28069,28960,Jean Andersen/Niels Desein,,,,,,,,,,,,,,,,,,,,,
28070,28961,Alexandru-Daniel Carpen/Dragos Cristian Mirtea,,,,,,,,,,,,,,,,,,,,,
28071,28962,Vahid Mirzadeh/Dennis Zivkovic,,,,,,,,,,,,,,,,,,,,,
28072,28963,Guido Andreozzi/Malek Jaziri,,,,,,,,,,,,,,,,,,,,,
28073,28964,Peter Polansky/Tennys Sandgren,,,,,,,,,,,,,,,,,,,,,
28074,28965,Frank Moser/Joao Sousa,,,,,,,,,,,,,,,,,,,,,
28075,28966,Facundo Arguello/Ariel Behar,,,,,,,,,,,,,,,,,,,,,
28076,28967,Andreas Haider-Maurer/Mario Haider-Maurer,,,,,,,,,,,,,,,,,,,,,
28077,28968,Kevin Krawietz/Dominik Schulz,,,,,,,,,,,,,,,,,,,,,
28078,28969,Alejandro Gonzalez/Artem Sitak,,,,,,,,,,,,,,,,,,,,,
28079,28970,Wayne Odesnik/Maxime Teixeira,,,,,,,,,,,,,,,,,,,,,
28080,28971,James Cerretani/Marcelo Demoliner,,,,,,,,,,,,,,,,,,,,,
28081,28972,Andres Molteni/Eduardo Schwank,,,,,,,,,,,,,,,,,,,,,
28082,28973,Leonardo Mayer/Agustin Velotti,,,,,,,,,,,,,,,,,,,,,
28083,28974,Somdev Devvarman/Dusan Lajovic,,,,,,,,,,,,,,,,,,,,,
28084,28975,Thiago Alves/Arthur De Greef,,,,,,,,,,,,,,,,,,,,,
28085,28976,Alessandro Giannessi/Potito Starace,,,,,,,,,,,,,,,,,,,,,
28086,28977,Adrian Menendez-Maceiras/Ruben Ramirez-Hidalgo,,,,,,,,,,,,,,,,,,,,,
28087,28978,Ken Skupski/Neal Skupski,,,,,,,,,,,,,,,,,,,,,
28088,28979,Marinko Matosevic/Matt Reid,,,,,,,,,,,,,,,,,,,,,
28089,28980,Ryan Harrison/Tim Smyczek,,,,,,,,,,,,,,,,,,,,,
28090,28981,Jamie Delgado/Matthew Ebden,,,,,,,,,,,,,,,,,,,,,
28091,28982,Steve Johnson/Vasek Pospisil,,,,,,,,,,,,,,,,,,,,,
28092,28983,Matthias Bachinger/Dustin Brown,,,,,,,,,,,,,,,,,,,,,
28093,28985,Leonardo Kirche/Aldin Setkic,,,,,,,,,,,,,,,,,,,,,
28094,28986,Dominik Kellovsky/Robert Rumler,,,,,,,,,,,,,,,,,,,,,
28095,28987,Mikhail Kukushkin/Denis Yevseyev,,,,,,,,,,,,,,,,,,,,,
28096,28988,Martin Blasko,1996-01-07 00:00:00,SVK,,,,2.0,5.0,36.0,19.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,100165387.0
28097,28989,Samm Butler,1995-02-09 00:00:00,GBR,,,,,,,,,,,,,,,,,,,100165437.0
28098,28990,Curtis Clarke,1995-04-01 00:00:00,GBR,,,,,,,,,,,,,,,,,,,100150681.0
28099,28991,Joe Woolley,1997-09-06 00:00:00,GBR,,,,,,,,,,,,,,,,,,,100169338.0
28100,28992,Jay Clarke,1998-07-27 00:00:00,GBR,,,,,,,,,,,,,,,,,,,100169937.0
28101,28993,Marcus Walters,1998-04-03 00:00:00,GBR,,,,,,,,,,,,,,,,,,,100168519.0
28102,28994,Harry Busby,1995-05-22 00:00:00,GBR,,,,,,,,,,,,,,,,,,,100165556.0
28103,28995,David Fox,1994-02-20 00:00:00,GBR,,,,,,,,,,,,,,,,,,,100156585.0
28104,28996,Xavier Malisse/Rajeev Ram,,,,,,,,,,,,,,,,,,,,,
28105,28997,Jarkko Nieminen/Gilles Simon,,,,,,,,,,,,,,,,,,,,,
28106,28998,Tomas Berdych/Michael Llodra,,,,,,,,,,,,,,,,,,,,,
28107,28999,Paul Hanley/Marcin Matkowski,,,,,,,,,,,,,,,,,,,,,
28108,29000,Ryan Harrison/Sam Querrey,,,,,,,,,,,,,,,,,,,,,
28109,29001,Eric Butorac/Andy Ram,,,,,,,,,,,,,,,,,,,,,
28110,29002,Oliver Marach/Lukas Rosol,,,,,,,,,,,,,,,,,,,,,
28111,29003,Marin Cilic/Juan Martin Del Potro,,,,,,,,,,,,,,,,,,,,,
28112,29004,Kei Nishikori/Milos Raonic,,,,,,,,,,,,,,,,,,,,,
28113,29005,Florian Mayer/Simon Stadler,,,,,,,,,,,,,,,,,,,,,
28114,29006,James Cerretani/Ernests Gulbis,,,,,,,,,,,,,,,,,,,,,
28115,29007,Daniel Brands/Tobias Kamke,,,,,,,,,,,,,,,,,,,,,
28116,29008,Roger Federer/Tommy Haas,,,,,,,,,,,,,,,,,,,,,
28117,29009,Krystof Janosik,1995-03-12 00:00:00,CZE,,,,,,,,,,,,,,,,,,,100167669.0
28118,29010,Ondrej Dusek,1995-12-15 00:00:00,CZE,,,,,,,,,,,,,,,,,,,100165547.0
28119,29011,Michal Bisko,1994-05-07 00:00:00,CZE,,,,,,,,,,,,,,,,,,,100199233.0
28120,29012,Aldin Setkic/Antonio Veic,,,,,,,,,,,,,,,,,,,,,
28121,29013,Julio-Cesar Campozano/Hans Podlipnik-Castillo,,,,,,,,,,,,,,,,,,,,,
28122,29014,Kamil Capkovic/Igor Zelenay,,,,,,,,,,,,,,,,,,,,,
28123,29015,Gerald Melzer/Tennys Sandgren,,,,,,,,,,,,,,,,,,,,,
28124,29016,Marko Danis/Patrik Fabian,,,,,,,,,,,,,,,,,,,,,
28125,29017,Andrei Ciumac/Ivan Sergeyev,,,,,,,,,,,,,,,,,,,,,
28126,29018,Andre Ghem/Stefano Ianni,,,,,,,,,,,,,,,,,,,,,
28127,29019,Gregoire Burquier/Artem Sitak,,,,,,,,,,,,,,,,,,,,,
28128,29020,Bastian Malla/Maxime Teixeira,,,,,,,,,,,,,,,,,,,,,
28129,29021,Stephane Robert/Fabien Robert,,,,,,,,,,,,,,,,,,,,,
28130,29022,Gustavo Cavallaro/Andres Schneiter,,,,,,,,,,,,,,,,,,,,,
28131,29023,Oliver Golding/Alexander Ward,,,,,,,,,,,,,,,,,,,,,
28132,29024,Stephan Fransen/Matwe Middelkoop,,,,,,,,,,,,,,,,,,,,,
28133,29025,Javier Fernandez/Juan-Pablo Guzman,,,,,,,,,,,,,,,,,,,,,
28134,29026,Marc Giner/Rodolphe Mouveau,,,,,,,,,,,,,,,,,,,,,
28136,29028,Vincent Meyer/Mathieu Rodrigues,,,,,,,,,,,,,,,,,,,,,
28137,29029,Marcelo Demoliner/Nicholas Monroe,,,,,,,,,,,,,,,,,,,,,
28138,29030,Flavio Cipolla/Filip Peliwo,,,,,,,,,,,,,,,,,,,,,
28139,29031,Ruan Roelofse/Go Soeda,,,,,,,,,,,,,,,,,,,,,
28140,29032,Martin Alund/Uladzimir Ignatik,,,,,,,,,,,,,,,,,,,,,
28141,29033,Karol Beck/Illya Marchenko,,,,,,,,,,,,,,,,,,,,,
28142,29034,Michal Przysiezny/Florent Serra,,,,,,,,,,,,,,,,,,,,,
28144,29036,Jordi Arconada,1996-09-06 00:00:00,ARG,,,,,,,,,,,,,,,,,,,100193156.0
28146,29038,Ren Nakamura,1995-01-31 00:00:00,JPN,,,,,,,,,,,,,,,,,,,100138783.0
28147,29040,Adrian Andrzejczuk,1996-03-18 00:00:00,POL,,,,,,,,,,,,,,795.0,-3.0,49.0,,,100177700.0
28148,29041,Luis Federico Nani,1996-04-02 00:00:00,ARG,,,,,,,,,,,,,,,,,,,100226830.0
28154,29047,Yannai Barkai,1997-03-17 00:00:00,ISR,,,,,,,,,,,,,,,,,,,100177950.0
28155,29048,Edan Bakshi,1997-12-12 00:00:00,ISR,,,,,,,,,,,,,,,,,,,100172640.0
28157,29050,Yankel Zemel,1998-08-26 00:00:00,ISR,,,,,,,,,,,,,,,,,,,100174943.0
28160,29053,Gabriele Moghini,1996-06-26 00:00:00,SUI,,,,,,,,,,,,,,,,,,,100167472.0
28161,29054,Dennis Uspensky,1996-10-22 00:00:00,USA,,,,,,,,,,,,,,868.0,-3.0,41.0,,,100168144.0
28162,29055,Aljaz Radinski,1995-06-08 00:00:00,SLO,,,,16.0,6.0,7.0,16.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,100166099.0
28164,29057,Fahad Mohammed,1995-06-03 00:00:00,IND,,,,,,,,,,,,,,,,,,,100252026.0
28165,29058,Abdullah Shaikh,1995-01-16 00:00:00,IND,,,,,,,,,,,,,,,,,,,100156028.0
28167,29060,Mateusz Kowalczyk/Andreas Siljestrom,,,,,,,,,,,,,,,,,,,,,
28168,29061,Victor Estrella/Leonardo Kirche,,,,,,,,,,,,,,,,,,,,,
28169,29062,Peter Polansky/Tsung-Hua Yang,,,,,,,,,,,,,,,,,,,,,
28170,29063,Jakub Filipsky/Krystof Janosik,,,,,,,,,,,,,,,,,,,,,
28171,29064,Adrian Sikora/Robin Stanek,,,,,,,,,,,,,,,,,,,,,
28172,29065,Marek Michalicka/Jan Satral,,,,,,,,,,,,,,,,,,,,,
28173,29066,Mikhail Kukushkin/Vladimir Uzhylovsky,,,,,,,,,,,,,,,,,,,,,
28174,29067,Paul-Henri Mathieu/Marinko Matosevic,,,,,,,,,,,,,,,,,,,,,
28175,29068,Guillermo Garcia-Lopez/John-Patrick Smith,,,,,,,,,,,,,,,,,,,,,
28176,29069,Giacomo Giorgio,1998-05-04 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100177780.0
28177,29070,Nicolas Carlone,1996-08-29 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
28178,29071,Alexandre Dell'Agnola,1993-03-09 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100173719.0
28179,29072,Andrea Bergomi,1995-11-04 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100168451.0
28180,29073,Pedro Munafo,1992-12-21 00:00:00,ARG,,,,,,,,,,,,,,,,,,,100117909.0
28181,29074,Jawad Tlemsser,1994-02-10 00:00:00,MAR,,,,,,,,,,,,,,,,,,,100168770.0
28182,29075,Martin Klizan/Marinko Matosevic,,,,,,,,,,,,,,,,,,,,,
28183,29076,Denis Istomin/Juan Monaco,,,,,,,,,,,,,,,,,,,,,
28184,29077,Kyle Edmund/Sean Thornley,,,,,,,,,,,,,,,,,,,,,
28185,29078,Paul Hanley/Ken Skupski,,,,,,,,,,,,,,,,,,,,,
28186,29079,Marcin Matkowski/Frederik Nielsen,,,,,,,,,,,,,,,,,,,,,
28187,29080,David Goffin/Dick Norman,,,,,,,,,,,,,,,,,,,,,
28188,29081,Florin Mergea/Filip Polasek,,,,,,,,,,,,,,,,,,,,,
28189,29082,Toni Androic/Andrej Martin,,,,,,,,,,,,,,,,,,,,,
28190,29083,Alessandro Petrone/Riccardo Sinicropi,,,,,,,,,,,,,,,,,,,,,
28191,29084,James Cluskey/Tim Puetz,,,,,,,,,,,,,,,,,,,,,
28192,29085,Taro Daniel/Hsin-Han Lee,,,,,,,,,,,,,,,,,,,,,
28193,29086,Julio-Cesar Campozano/Diego Sebastian Schwartzman,,,,,,,,,,,,,,,,,,,,,
28194,29087,Alex Bolt/Hsien-Yin Peng,,,,,,,,,,,,,,,,,,,,,
28197,29090,Gianmarco Amico/Alessandro Busca,,,,,,,,,,,,,,,,,,,,,
28198,29091,Gregoire Burquier/Andoni Vivanco-Guzman,,,,,,,,,,,,,,,,,,,,,
28199,29092,Carlos Poch-Gradin/Darren Walsh,,,,,,,,,,,,,,,,,,,,,
28200,29093,Roberto Carballes Baena/Pablo Carreno-Busta,,,,,,,,,,,,,,,,,,,,,
28201,29094,Maximilian Neuchrist/Mate Pavic,,,,,,,,,,,,,,,,,,,,,
28202,29095,Ayoub Chekrouni/Soufiane Sahli,,,,,,,,,,,,,,,,,,,,,
28203,29096,Reda El Amrani/Lamine Ouahab,,,,,,,,,,,,,,,,,,,,,
28204,29097,Lorenzo Giustino/Yannik Reuter,,,,,,,,,,,,,,,,,,,,,
28205,29098,Ariel Behar/Artem Sitak,,,,,,,,,,,,,,,,,,,,,
28206,29099,Marc Giner/David Souto,,,,,,,,,,,,,,,,,,,,,
28207,29100,Gerard Granollers/Michael Lammer,,,,,,,,,,,,,,,,,,,,,
28208,29101,Alberto Brizzi/Thomas Fabbiano,,,,,,,,,,,,,,,,,,,,,
28209,29102,Ronald Powell,1992-10-06 00:00:00,USA,,,,,,,,,,,,,,,,,,,100130853.0
28212,29105,Mamoun El Abbar,1996-10-21 00:00:00,MAR,,,,,,,,,,,,,,,,,,,100177869.0
28216,29109,Oscar Mesquida Berg,1996-05-07 00:00:00,ESP,,,,,,,,,,,,,,,,,,,100180087.0
28218,29111,Andres Zepeda,1995-02-25 00:00:00,MEX,,,,,,,,,,,,,,,,,,,100167645.0
28221,29114,Valentin Horvat,1995-01-13 00:00:00,SLO,,,,,,,,,,,,,,,,,,,100166705.0
28222,29115,Maxim Maksimyuk,1993-11-02 00:00:00,RUS,,,,,,,,,,,,,,,,,,,100113681.0
28224,29117,Goran Markovic,1995-09-17 00:00:00,SRB,,,,,,,,,,,,,,848.0,-57.0,44.0,,,100166753.0
28226,29119,Sebastiaan Bonapart,1994-06-17 00:00:00,NED,,,,,,,,,,,,,,,,,,,100146907.0
28228,29121,Niels Lootsma,1994-08-15 00:00:00,NED,766.0,-6.0,27.0,0.0,0.0,4.0,13.0,0.0,0.0,9.0,5.0,22775.0,,356.0,2.0,181.0,12.0,9.0,100173053.0
28230,29123,Nils Langer/Maxime Teixeira,,,,,,,,,,,,,,,,,,,,,
28231,29124,Jamie Baker/Kyle Edmund,,,,,,,,,,,,,,,,,,,,,
28232,29125,Paul Hanley/John-Patrick Smith,,,,,,,,,,,,,,,,,,,,,
28233,29126,Daniel Brands/Lukas Rosol,,,,,,,,,,,,,,,,,,,,,
28234,29127,Rohan Bopanna/Edouard Roger-Vasselin,,,,,,,,,,,,,,,,,,,,,
28235,29128,Bernard Tomic/Viktor Troicki,,,,,,,,,,,,,,,,,,,,,
28236,29129,Lukas Lacko/Filip Polasek,,,,,,,,,,,,,,,,,,,,,
28237,29130,Lukasz Kubot/Marcin Matkowski,,,,,,,,,,,,,,,,,,,,,
28238,29131,Marinko Matosevic/Frank Moser,,,,,,,,,,,,,,,,,,,,,
28239,29132,Steve Johnson/Andreas Siljestrom,,,,,,,,,,,,,,,,,,,,,
28240,29133,Richard Berankis/Yen-Hsun Lu,,,,,,,,,,,,,,,,,,,,,
28241,29134,Santiago Giraldo/Michael Russell,,,,,,,,,,,,,,,,,,,,,
28242,29135,James Blake/Jurgen Melzer,,,,,,,,,,,,,,,,,,,,,
28243,29136,Thomas Bezolt,1998-08-02 00:00:00,GER,,,,,,,,,,,,,,,,,,,
28244,29137,Kai Lemke,1995-03-12 00:00:00,GER,,,,,,,,,,,,,,,,,,,100168021.0
28245,29138,Stefano Ianni/Hsin-Han Lee,,,,,,,,,,,,,,,,,,,,,
28246,29139,Jannis Kahlke/Tadej Turk,,,,,,,,,,,,,,,,,,,,,
28247,29140,Norbert Gombos/Mate Pavic,,,,,,,,,,,,,,,,,,,,,
28248,29141,Andrej Martin/Goran Tosic,,,,,,,,,,,,,,,,,,,,,
28249,29142,Artem Sitak/Rogier Wassen,,,,,,,,,,,,,,,,,,,,,
28250,29143,Ruben Gonzales/Hsien-Yin Peng,,,,,,,,,,,,,,,,,,,,,
28251,29144,Jesse Huta Galung/Jordan Kerr,,,,,,,,,,,,,,,,,,,,,
28253,29146,Jan Beusch/Lazar Magdincev,,,,,,,,,,,,,,,,,,,,,
28254,29147,Nils Langer/Marco Zelch,,,,,,,,,,,,,,,,,,,,,
28256,29149,Sora Fukuda,1997-10-03 00:00:00,JPN,,,,,,,,,,,,,,,,,,,100194207.0
28258,29151,Renta Tokuda,1998-03-29 00:00:00,JPN,737.0,-4.0,30.0,,,,,,,,,,,,,,,,100206716.0
28263,29157,Dan Dumitrascu,1996-07-23 00:00:00,ROU,,,,,,,,,,,,,,,,,,,100203626.0
28265,29159,Omar Salman,1996-04-22 00:00:00,BEL,520.0,-8.0,66.0,5.0,9.0,24.0,12.0,0.0,0.0,0.0,0.0,11401.0,,842.0,-2.0,44.0,8.0,8.0,100165913.0
28267,29161,Srikar Alla,1993-07-25 00:00:00,IND,,,,,,,,,,,,,,,,,,,100106883.0
28273,29167,Martin Joyce,1996-10-11 00:00:00,USA,,,,,,,,,,,,,,,,,,,
28274,29168,Mihir Kumar,1993-11-26 00:00:00,USA,,,,,,,,,,,,,,,,,,,
28275,29169,Alberto Zanotti,1993-05-07 00:00:00,VEN,,,,,,,,,,,,,,,,,,,100137860.0
28276,29170,Vineet Naran,1995-05-02 00:00:00,USA,,,,,,,,,,,,,,,,,,,100153204.0
28277,29171,Tom Fawcett,1995-10-18 00:00:00,USA,,,,,,,,,,,,,,,,,,,
28278,29172,Thomas Kroczek,1991-08-29 00:00:00,USA,,,,,,,,,,,,,,,,,,,100107726.0
28279,29173,Rajendra Kedam,1987-03-24 00:00:00,IND,,,,,,,,,,,,,,,,,,,100161098.0
28280,29174,Justin Butsch,1995-01-07 00:00:00,USA,,,,,,,,,,,,,,,,,,,100144458.0
28281,29175,Johnathan Small,1997-12-27 00:00:00,USA,,,,,,,,,,,,,,,,,,,100218022.0
