,0,1,2,3,4,5,6,7,8,9
0,0.3333333333333333,0.0021509573020725347,0.00249187847989018,0.8913794095643668,1.0,0.0,0.0,0.0,0.0,0.0
1,0.3333333333333333,0.004272414210104092,0.01522198821633513,0.6409621914024286,1.0,0.0,0.0,0.0,0.0,0.0
2,0.3333333333333333,0.0021509573020725347,0.002071946862663177,0.9952811187201475,1.0,0.0,0.0,0.0,0.0,0.0
3,0.3333333333333333,0.0021509573020725347,0.002711436635090083,0.9281521551476091,1.0,0.0,0.0,0.0,0.0,0.0
4,0.6666666666666666,0.02525840880874623,0.0018651785029118097,0.9093054036945389,1.0,0.0,0.0,0.0,0.0,0.0
5,0.3333333333333333,0.0021652432071771243,0.016494572863464674,0.8422627611210222,0.0,0.0,0.0,1.0,0.0,0.0
6,0.3333333333333333,0.002665249885837761,0.019551333975665282,0.5381251079012489,0.0,0.0,0.0,1.0,0.0,0.0
7,0.3333333333333333,0.0072295965667541415,0.015224119848909885,0.6520688266098867,1.0,0.0,0.0,0.0,0.0,0.0
8,0.3333333333333333,0.0036652632431590335,0.019061058483471324,0.5083731369051046,0.0,0.0,0.0,1.0,0.0,0.0
9,0.3333333333333333,0.0021509573020725347,0.01778634220376702,0.14358059503941994,0.0,0.0,1.0,0.0,0.0,0.0
10,0.3333333333333333,0.006236726161985163,0.020755706380402625,0.5055245439373885,0.0,0.0,0.0,1.0,0.0,0.0
11,0.3333333333333333,0.004986709465333572,0.017336567730493434,0.23424641767854065,0.0,0.0,1.0,0.0,0.0,0.0
12,0.3333333333333333,0.004915279939810624,0.01950870132417016,0.5195373194452438,0.0,0.0,0.0,1.0,0.0,0.0
13,0.3333333333333333,0.004200984684581144,0.018291539123984277,0.27720550152500434,0.0,0.0,1.0,0.0,0.0,0.0
14,0.3333333333333333,0.005165283279140943,0.02084523494854239,0.5056396386027509,0.0,0.0,0.0,1.0,0.0,0.0
15,0.3333333333333333,0.0021509573020725347,0.0169571371321868,0.17235426137998505,1.0,0.0,0.0,0.0,0.0,0.0
16,0.3333333333333333,0.0014366620468430542,0.021665913489823586,0.5288312136732464,0.0,0.0,0.0,1.0,0.0,0.0
17,0.5,0.01462969541093156,0.017402648340310876,0.15514760890832713,1.0,0.0,0.0,0.0,0.0,0.0
18,0.5,0.01748687643184948,0.015275279030704038,0.2628186683547218,1.0,0.0,0.0,0.0,0.0,0.0
19,0.3333333333333333,0.0021295284444156504,0.022550541008347476,0.5800483397594522,0.0,0.0,0.0,1.0,0.0,0.0
20,0.3333333333333333,0.0014366620468430542,0.01697419019278485,0.47214709098233304,0.0,1.0,0.0,0.0,0.0,0.0
21,0.3333333333333333,0.002879538462406605,0.012638449535730427,0.7239742187949589,1.0,0.0,0.0,0.0,0.0,0.0
22,0.3333333333333333,0.004272414210104092,0.018046401377887298,0.4667376417103068,0.0,1.0,0.0,0.0,0.0,0.0
23,0.3333333333333333,0.0021509573020725347,0.014582498443908222,0.8215744950221558,1.0,0.0,0.0,0.0,0.0,0.0
24,0.3333333333333333,0.005879578534370423,0.01864539013139383,0.49936697934050767,0.0,1.0,0.0,0.0,0.0,0.0
25,0.3333333333333333,0.0066653033151228515,0.01740691160546039,0.8945732865281696,1.0,0.0,0.0,0.0,0.0,0.0
